cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
AL001,2017-01-17T00:00:00,15.44,13.348,7.115,70.1,60.722,41.7,0.4405824,0,18.9,6.2858,0,11,54,37,8,4
AL001,2017-01-18T00:00:00,7.713,7.11842857142857,5.797,54.94,42.0171428571429,26.54,0.6174,0,24.3,12.5214285714286,2.25,225,18,6,1,1
AL001,2017-01-19T00:00:00,11.32,8.6038,6.836,75.64,62.8333333333333,52.16,0.32125536,0.1,42.3,9.5406,0,536,190,41,15,2
AL001,2017-01-20T00:00:00,10.74,7.3335,4.249,91.9,84.5229166666667,70.47,0.15490185,11.2,25.65,4.439125,0,1186,237,8,3,2
AL001,2017-01-21T00:00:00,13.65,6.91945833333333,0.612,95.6,83.3991666666666,59.37,0.17758305,3.4,20.25,2.69254166666667,0,726,109,585,18,3
AL001,2017-01-22T00:00:00,15.77,12.6091666666667,10.54,76.75,55.54,36.45,0.2178645,0.1,19.8,4.17145833333333,0,670,106,543,115,3
AL001,2017-01-23T00:00:00,16.48,9.52329166666667,3.371,89,67.2825,36.72,0.3443931,0,17.1,2.07629166666667,0,433,291,665,51,3
AL001,2017-01-24T00:00:00,16.24,8.77125,2.156,92.1,74.9091666666667,46.1,0.48443415,0,17.55,2.763,0,825,102,508,4,3
AL001,2017-01-25T00:00:00,16.31,9.02170833333333,2.763,90.5,75.21375,54.42,0.5033772,0,20.7,3.70475,0,748,17,669,4,3
AL001,2017-01-26T00:00:00,15.77,8.82895833333333,3.202,91.8,76.9958333333333,48.09,0.4158015,0,18.45,2.87254166666667,0,738,84,614,0,3
AL001,2017-01-27T00:00:00,14.32,10.36,8.79,95.8,85.92,66.85,0.18298575,9.1,25.2,5.09375,0,135,72,1187,43,3
AL001,2017-01-28T00:00:00,18.39,12.7980416666667,7.584,70.62,46.2833333333333,22.58,0.49863,0,24.75,7.49770833333333,0,316,57,535,525,4
AL001,2017-01-29T00:00:00,17.39,10.0990833333333,4.384,93.2,73.4916666666667,49.83,0.42396465,0,18,2.481125,0,830,127,481,0,3
AL001,2017-01-30T00:00:00,16.55,9.77483333333333,4.283,95.2,85.12375,62.95,0.5197614,0,17.55,3.65075,0,789,35,614,3,3
AL001,2017-01-31T00:00:00,20.31,10.9964583333333,4.922,95.4,76.9095833333333,38.17,0.5093355,0,9,2.079125,0,1009,398,31,0,2
AL001,2017-02-01T00:00:00,16.82,10.966125,4.756,93.6,87.23125,73.18,0.5098686,0,21.15,5.60279166666667,0,451,202,771,15,3
AL001,2017-02-02T00:00:00,15.87,13.04125,8.99,96.1,88.7958333333333,77.92,0.2702034,0.2,34.2,8.46654166666667,0,1,15,1385,38,3
AL001,2017-02-03T00:00:00,17.99,12.9527916666667,7.678,99.2,85.4495833333333,65.47,0.437316,0.1,31.95,6.92025,0,240,19,1102,74,4
AL001,2017-02-04T00:00:00,19,14.6216666666667,10.81,88.2,75.1741666666667,59.07,0.4951365,0,36,9.48616666666667,0,7,26,1336,70,3
AL001,2017-02-05T00:00:00,22.47,16.14875,10.98,92.4,59.47875,23.21,0.560955,0,36.9,9.907,0,194,105,883,254,4
AL001,2017-02-06T00:00:00,22.23,16.59625,10.68,63.49,40.46625,19.14,0.5375355,0,29.7,6.98070833333333,0,291,90,819,229,4
AL001,2017-02-07T00:00:00,23.62,14.7516666666667,8.02,72.95,55.5841666666667,29.08,0.54152715,0,20.7,3.43275,0,547,196,667,27,3
AL001,2017-02-08T00:00:00,19.54,14.4975,7.686,84,46.3741666666667,14.14,0.586722,0,29.25,5.35520833333333,0,671,122,498,145,4
AL001,2017-02-09T00:00:00,15.91,10.2420833333333,4.587,87.5,63.46375,42.85,0.54448035,0,22.05,3.67779166666667,0,657,93,686,5,3
AL001,2017-02-10T00:00:00,16.89,9.727625,3.607,90.6,71.8408333333333,48.13,0.487614,0,14.4,3.4655,0,924,434,79,3,2
AL001,2017-02-11T00:00:00,18.33,13.4483333333333,10.47,78.34,69.7975,61.26,0.3841065,0,28.35,8.65883333333334,0,1147,240,45,2,2
AL001,2017-02-12T00:00:00,22.64,15.52375,11.59,73.9,57.9520833333333,39.41,0.369999,0,28.35,4.2485,0,648,658,127,6,2
AL001,2017-02-13T00:00:00,17.05,14.8129166666667,10.71,91.3,73.1966666666666,59.02,0.5133474,0.6,36.9,11.1151666666667,0,59,124,1191,63,3
AL001,2017-02-14T00:00:00,20.41,12.7436666666667,6.268,96.4,77.3608333333333,50.31,0.6071583,0,11.7,2.82620833333333,0,788,525,121,3,2
AL001,2017-02-15T00:00:00,19.07,13.16625,9.23,80.3,70.06375,56.82,0.6320565,0,27.45,6.82229166666667,0,685,569,166,17,2
AL001,2017-02-16T00:00:00,18.46,13.80875,11.39,84.7,72.5558333333333,56.28,0.5769765,0,29.25,9.133125,0,1009,259,147,25,2
AL001,2017-02-17T00:00:00,17.49,13.0704166666667,8.42,87.5,74.4875,57.33,0.4381401,0,21.15,5.5745,0,802,547,85,4,2
AL001,2017-02-18T00:00:00,16.07,13.2783333333333,10.2,89.4,80.0158333333333,67.89,0.4991949,0,20.7,4.77,0,294,73,1062,10,3
AL001,2017-02-19T00:00:00,16.11,13.00875,10.78,89,74.0270833333333,57.8,0.2595606,0,36.9,9.25279166666667,0,888,350,166,38,2
AL001,2017-02-20T00:00:00,15.37,12.9733333333333,11.11,73.71,68.0995833333333,64.06,0.23859405,0.1,36.45,16.4408333333333,2.7,1190,138,57,51,1
AL001,2017-02-21T00:00:00,17.59,13.9916666666667,11.45,68.9,57.3745833333333,43.45,0.55408185,0,36.9,17.0329166666667,3.6,1215,133,40,51,1
AL001,2017-02-22T00:00:00,19.14,16.2625,14.05,45.26,39.5258333333333,34.6,0.2948766,0,36,16.36375,2.25,1325,72,14,21,1
AL001,2017-02-23T00:00:00,20.99,17.4854166666667,11.65,92,59.9070833333333,42.33,0.4900746,0,32.85,9.46925,0,762,276,362,35,3
AL001,2017-02-24T00:00:00,18.56,13.6370833333333,10.37,97.8,87.0329166666667,67.71,0.44598465,0.2,16.2,3.29220833333333,0,554,195,687,1,3
AL001,2017-02-25T00:00:00,19.43,13.6945833333333,9.63,96.2,84.0283333333333,60.27,0.6529503,0.2,19.35,3.82783333333333,0,616,284,529,11,3
AL001,2017-02-26T00:00:00,18.12,12.89,7.882,95.4,86.69,66.87,0.6323199,0.1,22.5,4.59979166666667,0,560,48,822,5,3
AL001,2017-02-27T00:00:00,17.59,14.20875,11.12,94,83.3729166666667,65.54,0.66455265,0,28.8,6.91395833333333,0,102,4,1300,32,3
AL001,2017-02-28T00:00:00,19,12.8509583333333,6.741,95,79.7841666666667,51.76,0.72338385,0.1,24.3,4.935875,0,680,184,571,3,3
AL001,2017-03-01T00:00:00,21.95,13.6185,7.551,92.3,74.6983333333333,39.87,0.73200585,0,16.65,2.8875,0,666,293,477,3,3
AL001,2017-03-02T00:00:00,18.91,12.59275,6.673,93.6,81.5,56.85,0.74488065,0,19.35,3.55975,0,743,17,676,1,3
AL001,2017-03-03T00:00:00,20.01,12.2162916666667,7.273,99.9,79.5766666666666,55.36,0.52820085,0.2,44.55,8.421,0,604,257,496,81,3
AL001,2017-03-04T00:00:00,14.84,11.03975,5.697,97.8,77.8375,56.77,0.352839,0.2,36.45,10.2469583333333,0,342,120,944,30,3
AL001,2017-03-05T00:00:00,17.85,13.6725,8.03,94.8,81.015,62.98,0.59833095,0.1,15.3,3.85754166666667,0,521,166,734,16,3
AL001,2017-03-06T00:00:00,21.1,14.7966666666667,8.31,90.5,77.5633333333333,55.4,0.6704022,0,19.8,3.13866666666667,0,497,198,740,3,3
AL001,2017-03-07T00:00:00,23.63,15.3829166666667,8,92.4,74.0070833333333,41.5,0.7781556,0,21.6,4.27070833333333,0,546,87,800,3,3
AL001,2017-03-08T00:00:00,26.63,16.1808333333333,7.974,90,62.0670833333333,27.86,0.796065,0,16.2,2.36454166666667,0,739,522,170,6,3
AL001,2017-03-09T00:00:00,24.61,16.4429166666667,9.32,83.9,62.1554166666667,35.07,0.81628785,0,17.1,3.44220833333333,0,621,96,713,11,3
AL001,2017-03-10T00:00:00,26.83,17.5608333333333,7.771,77.42,48.29875,17.03,0.84944175,0,21.15,4.143125,0,622,26,790,1,3
AL001,2017-03-11T00:00:00,23.3,16.0641666666667,8.01,93.3,64.6295833333333,28.38,0.8433705,0,20.7,4.52579166666667,0,97,54,1287,1,3
AL001,2017-03-12T00:00:00,27.31,17.42375,9.14,99,65.8741666666667,30.5,0.6810036,0.1,14.4,2.46945833333333,0,736,591,102,10,3
AL001,2017-03-13T00:00:00,17.48,10.974,7.43,92.4,75.0129166666667,37.21,0.3106683,30.1,27.9,7.428125,0,991,273,89,75,3
AL001,2017-03-14T00:00:00,16.03,12.8375,9.14,95.8,76.8029166666667,53.21,0.1153614,18.6,51.75,15.102375,0,1149,222,38,23,2
AL001,2017-03-15T00:00:00,19.16,14.77125,12.04,72.3,58.1841666666667,46.44,0.83176035,0,37.35,15.76125,3.15,1103,236,53,44,2
AL001,2017-03-16T00:00:00,20.27,14.8045833333333,11.2,72.56,56.4591666666667,31.82,0.86016165,0,36,14.6548333333333,1.35,1038,276,93,25,2
AL001,2017-03-17T00:00:00,19.43,14.7425,12.04,79.12,61.3429166666667,47.97,0.75020385,0,33.75,12.203875,0.45,1047,307,69,9,2
AL001,2017-03-18T00:00:00,21.78,16.2220833333333,10.69,68.39,48.7429166666667,32.62,0.86846985,0,25.2,7.281875,0,883,462,86,9,2
AL001,2017-03-19T00:00:00,24.44,15.3070833333333,8.21,72.13,48.02875,20.88,0.91060725,0,16.65,3.21391666666667,0,724,277,428,11,3
AL001,2017-03-20T00:00:00,18.76,13.1912083333333,6.555,94.1,76.4020833333333,60.83,0.6850044,0,21.6,4.93870833333333,0,577,23,829,6,3
AL001,2017-03-21T00:00:00,20.97,15.3891666666667,10.46,97,79.8325,55.89,0.80479485,0,22.95,5.34654166666667,0,335,209,887,7,3
AL001,2017-03-22T00:00:00,19.53,14.2783333333333,8.07,91,70.3016666666666,48.46,0.8688402,0,33.75,7.82741666666667,0,484,135,786,34,3
AL001,2017-03-23T00:00:00,14.91,12.5904166666667,9.28,73.93,56.42,40.05,0.691986,0,36,9.29533333333333,0,10,22,1344,61,3
AL001,2017-03-24T00:00:00,15.38,9.68220833333333,5.413,83.4,65.8254166666667,41.8,0.6038628,0.3,25.2,4.84058333333333,0,634,14,698,94,4
AL001,2017-03-25T00:00:00,16.36,11.4138333333333,5.144,79.52,62.27,41.04,0.9753261,0,29.7,6.33920833333333,0,159,26,1212,39,3
AL001,2017-03-26T00:00:00,21.64,13.2520833333333,5.818,82.5,64.425,34.17,0.941259,0,13.05,2.69954166666667,0,712,575,148,4,3
AL001,2017-03-27T00:00:00,19.94,14.8708333333333,10.66,91.1,64.80625,33.31,0.9065373,0,27.9,7.39970833333333,0,164,142,1100,31,3
AL001,2017-03-28T00:00:00,23.53,15.3704166666667,8.03,98.5,73.2258333333333,42.18,0.9410562,0,17.1,3.48525,0,500,159,692,86,4
AL001,2017-03-29T00:00:00,24.5,15.8379166666667,8.04,82.8,61.23125,28.77,0.96578145,0,17.55,3.415625,0,791,279,364,6,3
AL001,2017-03-30T00:00:00,23.06,15.5958333333333,8.75,85.8,59.0320833333333,24.92,0.956934,0,13.95,4.0865,0,669,645,120,0,2
AL001,2017-03-31T00:00:00,19.23,14.1858333333333,8.68,90.9,73.5429166666667,55.81,0.90800805,0,26.1,6.17291666666667,0,559,40,827,13,3
AL001,2017-04-01T00:00:00,23.87,17.2479166666667,11.16,97.8,65.7304166666666,26.16,1.0088433,0,21.6,4.30095833333333,0,402,265,712,59,4
AL001,2017-04-02T00:00:00,23.4,16.285,8.04,72.8,47.06,25.98,1.01744355,0,21.15,3.77766666666667,0,534,264,621,19,3
AL001,2017-04-03T00:00:00,22.12,15.7233333333333,9.55,88.3,59.4191666666667,29.81,0.98860755,0,16.2,3.043625,0,571,748,116,1,2
AL001,2017-04-04T00:00:00,24.41,16.3390909090909,8.01,81.8,51.0322727272727,23.68,1.10727981818182,0,13.5,3.03240909090909,0,696,506,120,0,2
AL001,2017-04-05T00:00:00,24.07,15.57375,8.45,82.6,57.3529166666667,30.51,1.0072581,0,18.45,4.065375,0,704,423,301,10,3
AL001,2017-04-06T00:00:00,21.27,15.2375,9.82,82.6,65.3191666666667,39.79,1.0107288,0,20.25,3.96920833333333,0,495,712,231,1,3
AL001,2017-04-07T00:00:00,22.82,15.2470833333333,7.737,80.6,57.23375,29.25,1.0188342,0,14.4,3.602,0,687,623,126,1,2
AL001,2017-04-08T00:00:00,22.72,15.5225,8.31,86.1,66.6116666666667,41,1.0347435,0,18.9,3.43425,0,426,809,199,5,2
AL001,2017-04-09T00:00:00,21.96,15.9616666666667,9.99,90.5,70.57,52.43,0.9478197,0,22.95,6.58495833333333,0,573,655,202,7,2
AL001,2017-04-10T00:00:00,22.08,16.0554166666667,10.89,87.3,68.9654166666667,49.18,1.0618686,0,22.5,5.3185,0,209,943,280,9,3
AL001,2017-04-11T00:00:00,20.94,15.1533333333333,7.737,88.3,72.1420833333333,50.05,1.0469451,0,22.05,5.07941666666667,0,524,54,851,10,3
AL001,2017-04-12T00:00:00,23.36,16.6658333333333,9.14,97.3,65.9675,29.83,1.02473595,0,22.05,5.35391666666667,0,231,319,885,3,3
AL001,2017-04-13T00:00:00,24.67,17.5854166666667,10.46,84.1,66.9308333333333,42.48,1.0101423,0,24.75,5.76233333333333,0,534,23,878,4,3
AL001,2017-04-14T00:00:00,23.7,17.9916666666667,12.52,98.3,82.635,60.46,0.97806855,0,22.5,6.87095833333333,0,59,153,1215,8,3
AL001,2017-04-15T00:00:00,24.75,18.6741666666667,13.22,99,79.3066666666667,52.21,1.00399815,0,20.25,5.62008333333333,0,348,187,899,5,3
AL001,2017-04-16T00:00:00,24.78,18.645,14.71,91.8,75.2625,55.64,0.9070875,0,22.05,5.57966666666667,0,351,841,237,11,2
AL001,2017-04-17T00:00:00,23.7,17.6091666666667,12.31,90.9,77.5416666666666,58.72,0.9640905,0,19.35,4.34875,0,605,41,787,4,3
AL001,2017-04-18T00:00:00,27.71,19.8029166666667,11.3,93.7,53.9895833333333,23.74,1.00825995,0,15.3,4.282875,0,644,638,157,2,3
AL001,2017-04-19T00:00:00,22.42,18.5983333333333,15.59,67.14,52.5583333333333,36.88,0.80765235,0,34.2,11.2997083333333,0,694,531,186,25,2
AL001,2017-04-20T00:00:00,20.47,16.3670833333333,13.7,64.27,51.72125,39.23,1.05473985,0,34.2,13.8208333333333,2.7,844,361,189,48,2
AL001,2017-04-21T00:00:00,19.8,15.6229166666667,12.92,56.25,49.6404166666667,39.5,1.0004685,0,50.4,17.0220833333333,3.15,1039,261,95,44,2
AL001,2017-04-22T00:00:00,21.95,16.11,13.22,78.64,56.7129166666667,44.81,0.70251,0,32.85,11.9125833333333,0.9,898,405,110,25,2
AL001,2017-04-23T00:00:00,24.74,17.87125,13.02,79.22,51.845,24.57,0.9675186,0,14.85,3.69866666666667,0,358,931,148,4,2
AL001,2017-04-24T00:00:00,23.53,17.0495833333333,10.35,90.5,64.1816666666667,41.45,0.8763735,0.1,19.8,3.95283333333333,0,503,281,642,16,3
AL001,2017-04-25T00:00:00,22.52,17.8491666666667,13.83,94,72.5808333333333,39.74,1.0650795,0.6,25.2,8.02191666666667,0,304,116,998,18,3
AL001,2017-04-26T00:00:00,22.45,18.3745833333333,15.28,92.2,77.3479166666667,61.32,0.828585,0,28.8,8.35054166666667,0,0,11,1403,22,3
AL001,2017-04-27T00:00:00,23.43,16.6070833333333,13.6,91.5,83.0216666666667,61.2,0.38793255,0.1,15.75,4.127875,0,156,645,634,4,3
AL001,2017-04-28T00:00:00,13.9,12.2354166666667,10.83,89.6,83.61875,77.78,0.2298636,3.9,31.95,14.9366666666667,1.8,1321,93,10,11,1
AL001,2017-04-29T00:00:00,17.81,14.2770833333333,11.2,87.9,79.1583333333333,68.62,0.4397622,0.3,22.5,5.36866666666667,0,700,685,47,0,2
AL001,2017-04-30T00:00:00,20.2,16.5425,13.43,95.1,78.58,57.05,0.99185385,0.4,39.6,9.57516666666667,0,75,3,1310,50,3
AL001,2017-05-01T00:00:00,24.13,17.1308333333333,10.25,94.8,68.77125,39.44,0.9197805,0,16.2,3.09808333333333,0,670,620,150,0,2
AL001,2017-05-02T00:00:00,25.28,17.6008333333333,10.36,88.4,62.4495833333333,29.8,1.170837,0,18,3.551875,0,624,730,87,1,2
AL001,2017-05-03T00:00:00,25.41,18.62625,11.87,89.4,53.40375,17.57,1.1901165,0,18.9,5.83970833333333,0,312,907,218,3,2
AL001,2017-05-04T00:00:00,25.75,19.2220833333333,12.25,88.9,57.8170833333333,33.4,1.055718,0,13.95,4.84958333333333,0,492,795,145,3,2
AL001,2017-05-05T00:00:00,25.08,20.1166666666667,16.23,91.2,69.4229166666667,48.2,1.14253665,0,31.05,10.2968333333333,0,58,102,1224,58,3
AL001,2017-05-06T00:00:00,23.63,18.745,12.04,90.8,62.1995833333333,33.83,1.204881,0,23.85,5.560875,0,445,84,895,10,3
AL001,2017-05-07T00:00:00,29.43,20.46,11.54,83.3,49.24625,21.69,1.198062,0,11.7,3.39145833333333,0,609,543,281,2,3
AL001,2017-05-08T00:00:00,31.42,21.3154166666667,12.18,79.11,42.6779166666667,14.34,1.2054735,0,16.2,3.736875,0,676,279,461,22,3
AL001,2017-05-09T00:00:00,28.96,20.2433333333333,12.82,86.6,50.8758333333333,22.09,1.12707345,0,22.05,6.29666666666667,0,539,143,728,28,3
AL001,2017-05-10T00:00:00,25.89,20.81375,15.65,92.5,66.7816666666667,40.26,1.0756263,0,28.8,7.88120833333333,0,311,20,1029,78,3
AL001,2017-05-11T00:00:00,22.15,19.3354166666667,16.53,81.9,65.4475,46.94,0.6762138,0,34.65,12.2119583333333,0,29,5,1202,200,3
AL001,2017-05-12T00:00:00,22.72,18.75875,15.62,86.6,71.0008333333333,53.48,1.03819395,0,37.8,10.4967916666667,0,16,33,1261,126,3
AL001,2017-05-13T00:00:00,24.81,19.2908333333333,12.14,89.3,65.89625,42.86,1.21844415,0,26.1,6.457625,0,225,24,1160,30,3
AL001,2017-05-14T00:00:00,27.2,21.1158333333333,14,88.6,56.11125,32.85,1.21021275,0,18.45,4.63475,0,361,68,978,33,3
AL001,2017-05-15T00:00:00,29.23,22.4858333333333,14.51,65.26,41.1504166666667,27.5,1.12312515,0,15.3,4.86704166666667,0,446,794,177,23,2
AL001,2017-05-16T00:00:00,29.33,22.6566666666667,16.23,60.9,39.95875,23.94,0.9807948,0,22.05,5.66904166666667,0,350,896,184,4,2
AL001,2017-05-17T00:00:00,29.53,22.01375,15.15,65.58,41.05,21.19,1.03900965,0,24.75,4.971125,0,555,748,136,2,2
AL001,2017-05-18T00:00:00,23.43,18.8029166666667,11.71,80.5,62.0341666666667,49.83,1.2314967,0,37.35,8.46341666666667,0,448,124,850,14,3
AL001,2017-05-19T00:00:00,25.63,20.2379166666667,13.93,84.4,66.3316666666667,52.56,1.22664945,0,22.5,5.69095833333333,0,654,643,137,4,2
AL001,2017-05-20T00:00:00,27.2,21.0633333333333,14.27,78.97,50.9020833333333,29.43,1.26015345,0,16.65,4.74616666666667,0,280,956,199,3,2
AL001,2017-05-21T00:00:00,27.71,22.5795833333333,18.49,54.13,35.9875,23.11,0.8472963,0,32.85,10.442625,0,976,370,76,18,2
AL001,2017-05-22T00:00:00,29.33,22.6729166666667,16.4,85.6,43.89,24.79,1.1072856,0,17.1,4.25441666666667,0,361,599,457,23,3
AL001,2017-05-23T00:00:00,28.33,21.9229166666667,16.8,89.4,62.2729166666667,38.84,1.0900167,0,23.85,7.30875,0,455,723,206,4,2
AL001,2017-05-24T00:00:00,30.29,24.6695833333333,19.69,52.59,33.5754166666667,24.07,1.18610385,0,25.65,8.35525,0,602,613,207,12,2
AL001,2017-05-25T00:00:00,32.35,27.0883333333333,22.01,41.45,26.7375,14.95,1.1435247,0,21.6,6.90208333333333,0,594,650,186,5,2
AL001,2017-05-26T00:00:00,33.12,26.0829166666667,20.9,63.41,39.3945833333333,16.85,1.17006645,0,20.7,4.39454166666667,0,263,555,603,16,3
AL001,2017-05-27T00:00:00,31.3,25.6879166666667,20.9,66.38,41.0983333333333,26.66,1.191558,0,25.2,7.33008333333333,0,485,742,202,10,2
AL001,2017-05-28T00:00:00,31.64,25.6379166666667,20.94,71.53,41.8775,22.01,1.1762481,0,28.8,7.30733333333334,0,569,504,353,7,3
AL001,2017-05-29T00:00:00,26.51,22.34625,19.45,87.4,70.9820833333333,53.66,1.05367605,0,22.95,6.55591666666667,0,192,56,1121,72,4
AL001,2017-05-30T00:00:00,30.9,23.44875,17.46,90.1,63.2475,35.07,1.09906815,0,22.95,3.935,0,271,661,491,13,3
AL001,2017-05-31T00:00:00,29.07,23.545,17.97,79.6,60.4233333333333,39.85,1.2244788,0,19.8,5.82304166666667,0,366,870,200,2,2
AL001,2017-06-01T00:00:00,30.29,24.6791666666667,19.72,81.5,58.2029166666667,35.08,1.13994225,0,20.25,5.74025,0,262,974,196,4,2
AL001,2017-06-02T00:00:00,31.17,26.2920833333333,21.11,71.91,45.02375,26.42,1.15784175,0,14.85,4.90504166666667,0,194,1055,185,0,2
AL001,2017-06-03T00:00:00,28.13,24.03125,19.69,79.44,58.3875,48.57,1.17183765,0,25.65,6.30554166666667,0,308,106,947,75,4
AL001,2017-06-04T00:00:00,28.23,22.97125,19.49,88.5,74.2091666666667,57.29,0.5676072,0,20.25,4.85541666666667,0,444,214,768,13,3
AL001,2017-06-05T00:00:00,28.74,23.4341666666667,17.63,91.9,66.765,38.47,1.2362043,0,22.05,6.18670833333333,0,350,223,829,34,3
AL001,2017-06-06T00:00:00,29.85,24.0241666666667,17.33,90.4,66.0379166666666,38.83,1.24372695,0,21.15,6.17883333333333,0,365,209,841,19,3
AL001,2017-06-07T00:00:00,31.23,25.04125,19.22,92.3,58.8204166666667,35.71,1.2365124,0,21.15,6.37554166666667,0,312,807,299,20,3
AL001,2017-06-08T00:00:00,32.28,26.4095833333333,21.78,66.62,41.775,25.32,1.18065975,0,28.35,9.62620833333333,0,679,563,187,3,2
AL001,2017-06-09T00:00:00,31.23,24.1179166666667,20.09,86.5,63.08625,50.48,0.90912585,0,20.25,4.09591666666667,0,392,210,830,10,3
AL001,2017-06-10T00:00:00,32.48,25.3958333333333,19.79,90,62.5529166666667,26.24,1.14950925,0,15.3,4.54479166666667,0,567,717,149,2,2
AL001,2017-06-11T00:00:00,33.87,26.7445833333333,19.49,90.1,47.89,15.97,1.24573365,0,16.65,3.61008333333333,0,374,805,255,5,3
AL001,2017-06-12T00:00:00,33.19,27.2341666666667,19.49,61.84,37.235,23.71,1.2247026,0,19.35,5.533625,0,380,766,289,3,3
AL001,2017-06-13T00:00:00,33.29,28.5091666666667,22.89,74.24,39.6195833333333,19.7,1.20530205,0,21.6,6.66925,0,602,677,152,4,2
AL001,2017-06-14T00:00:00,33.73,26.77375,19.72,85.6,61.69875,39.1,1.1776998,0,26.1,4.08583333333333,0,330,135,963,8,3
AL001,2017-06-15T00:00:00,33.43,27.5670833333333,20.73,79.51,60.2208333333333,43.28,1.18570245,0,19.8,4.42483333333333,0,424,290,715,11,3
AL001,2017-06-16T00:00:00,36.73,29.4833333333333,22.99,83.1,43.8683333333333,15.92,1.2163098,0,18,5.09958333333333,0,422,831,176,7,2
AL001,2017-06-17T00:00:00,35.11,29.1029166666667,21.58,54.16,40.55375,22.31,1.2004224,0,18.45,4.618875,0,537,779,119,1,2
AL001,2017-06-18T00:00:00,35.92,28.7770833333333,22.89,62.21,39.92,23.08,1.0268847,0,20.25,4.8295,0,478,732,223,2,2
AL001,2017-06-19T00:00:00,33.39,28.01,24.37,70.98,50.6258333333333,40.55,1.1148921,0,14.85,5.54708333333333,0,146,1069,225,2,2
AL001,2017-06-20T00:00:00,35.48,28.6958333333333,22.59,85.6,48.7795833333333,21.19,1.18886385,0,18,5.37404166666667,0,115,1059,260,2,2
AL001,2017-06-21T00:00:00,37.77,28.7145833333333,21.24,69.02,41.5395833333333,10.88,1.1957757,0,18,3.94145833333333,0,180,643,615,3,3
AL001,2017-06-22T00:00:00,33.97,27.4125,21.44,86.7,62.0570833333333,39.32,1.19888145,0,20.25,5.47279166666667,0,512,75,844,10,3
AL001,2017-06-23T00:00:00,33.26,27.68125,21.98,87.8,60.8,34.06,1.20553125,0,22.5,7.04475,0,181,30,1219,9,3
AL001,2017-06-24T00:00:00,38.61,29.7795833333333,21.91,93.2,55.4904166666667,19.5,1.16761785,0,19.35,4.813,0,454,115,858,12,3
AL001,2017-06-25T00:00:00,38.17,30.2775,23.6,74.79,41.0820833333333,12.67,0.79825905,0,22.05,5.71329166666667,0,588,580,262,3,2
AL001,2017-06-26T00:00:00,32.21,27.6291666666667,24.47,81.4,60.1983333333333,38.14,1.1786022,0,27,9.53483333333333,0,41,125,1244,27,3
AL001,2017-06-27T00:00:00,30.02,25.8558333333333,21.51,83.5,66.3091666666667,40.81,0.68032335,0,36.9,11.3255,0,1,14,1399,20,3
